norm,importance,recency,month_added,last_updated
"When the lake's fish population is between 70 and 80 tons, and the community agrees on a specific catch limit to allow the fish population to recover further, all fishermen should adhere to that agreed-upon limit. The default catch limit should be set to 5 tons per fisherman to promote lake recovery.",0.9,0.9,10,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. This fosters collective responsibility and ensures the long-term health of the lake. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income, considering factors such as environmental changes or market demands. Continuous monitoring of the fish population is essential to adapt fishing practices as needed.",0.9,0.9,11,59
"Following a month where the fish population remains at full capacity after fishing, the community should engage in a discussion to determine if the current catch level is sustainable. If concerns are raised, a temporary reduction in the catch limit to 5 tons per fisherman should be implemented for the following month to allow for observation and reassessment of the lake's recovery. This temporary reduction should be followed by a community discussion to decide on a sustainable catch level for subsequent months, considering both the health of the lake and the fishermen's income.",0.7,0.9,12,59
"When the lake's fish population is below full capacity (100 tons) but above the collapse threshold (5 tons), and the community agrees on a specific catch limit to promote lake recovery, all fishermen should adhere to that agreed-upon limit. The agreed-upon limit should be revisited monthly, considering the lake's recovery progress and the community's long-term sustainability goals. If the lake shows signs of decline, the community should be prepared to further reduce the catch limit.",0.9,0.9,13,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. This fosters collective responsibility and ensures the long-term health of the lake. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income, considering factors such as environmental changes or market demands. Continuous monitoring of the fish population is essential to adapt fishing practices as needed. If the community agrees to a specific catch limit, fishermen should prioritize sticking to that limit, but if individual circumstances require a slight deviation (e.g., needing to catch slightly more to cover essential expenses), they should communicate this to the community beforehand to maintain transparency and allow for collective adjustments if necessary.",0.9,0.9,14,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. This fosters collective responsibility and ensures the long-term health of the lake. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income, considering factors such as environmental changes or market demands. Continuous monitoring of the fish population is essential to adapt fishing practices as needed. If individual circumstances require a deviation from the agreed-upon limit, the fisherman should communicate this to the community as early as possible, and the community should collectively decide on a revised limit for that month to ensure the overall catch remains sustainable.",0.9,0.9,15,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. This fosters collective responsibility and ensures the long-term health of the lake. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income, considering factors such as environmental changes or market demands. Continuous monitoring of the fish population is essential to adapt fishing practices as needed. If individual circumstances require a deviation from the agreed-upon limit, fishermen should communicate this to the community beforehand, explaining the reason and proposed adjustment. The community should then collectively decide whether to adjust the overall catch limit to accommodate the individual's needs while maintaining sustainability. If no adjustment is made, the fisherman should adhere to the original agreed-upon limit.",0.9,0.9,16,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. This fosters collective responsibility and ensures the long-term health of the lake. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income, considering factors such as environmental changes or market demands. Continuous monitoring of the fish population is essential to adapt fishing practices as needed. If individual circumstances require a deviation from the agreed-upon limit, the fisherman should communicate this to the community as early as possible, and the community should collectively decide on a revised limit for that month to ensure the overall catch remains sustainable. If no revised limit is agreed upon, the fisherman should prioritize adhering to the original agreed-upon limit.",0.9,0.9,17,59
"When the lake's fish population is above 70% of its capacity (70 tons), and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income. If individual circumstances require a deviation from the agreed-upon limit, the fisherman should communicate this to the community as early as possible, and the community should collectively decide on a revised limit for that month to ensure the overall catch remains sustainable. The community should aim to keep the total catch around 25% of the current fish population to ensure sustainability.",0.9,0.9,18,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. This fosters collective responsibility and ensures the long-term health of the lake. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income, considering factors such as environmental changes or market demands. Continuous monitoring of the fish population is essential to adapt fishing practices as needed. If the community agrees to a specific catch limit, fishermen should prioritize sticking to that limit, and any adjustments to individual catch should be discussed and agreed upon collectively, considering the overall health of the lake and the community's long-term goals.",0.9,0.9,19,59
"When the lake's fish population is above 70% of its capacity, and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. This fosters collective responsibility and ensures the long-term health of the lake. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income, considering factors such as environmental changes or market demands. Continuous monitoring of the fish population is essential to adapt fishing practices as needed. If individual circumstances require a deviation from the agreed-upon limit, fishermen should communicate this to the community beforehand to maintain transparency and allow for collective adjustments if necessary, with a focus on minimizing the impact on the lake's overall health.",0.9,0.9,20,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. This fosters collective responsibility and ensures the long-term health of the lake. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income, considering factors such as environmental changes or market demands. Continuous monitoring of the fish population is essential to adapt fishing practices as needed. If the community agrees to a specific catch limit, fishermen should prioritize sticking to that limit, and any deviations from the agreed-upon limit, regardless of the reason, should be communicated to the community as soon as possible to allow for collective adjustments and maintain transparency.",0.9,0.9,21,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. This fosters collective responsibility and ensures the long-term health of the lake. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income, considering factors such as environmental changes or market demands. Continuous monitoring of the fish population is essential to adapt fishing practices as needed. If the community agrees to a specific catch limit, fishermen should prioritize sticking to that limit, and any adjustments to individual catch should be discussed and agreed upon collectively, considering the overall health of the lake and the community's long-term goals. Furthermore, the community should actively discuss and consider alternative fishing strategies if the current strategy consistently results in a stable but non-optimal fish population, exploring options that could potentially increase both sustainability and individual income.",0.9,0.9,22,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. This fosters collective responsibility and ensures the long-term health of the lake. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income, considering factors such as environmental changes or market demands. Continuous monitoring of the fish population is essential to adapt fishing practices as needed. If the community agrees to a specific catch limit, fishermen should prioritize sticking to that limit, and any adjustments to individual catch should be discussed and agreed upon collectively, considering the overall health of the lake and the community's long-term goals. Furthermore, the community should actively explore and discuss alternative fishing strategies and potential adjustments to the agreed-upon catch limit if the current strategy consistently results in a stable but non-optimal fish population or if external factors (e.g., market changes, environmental conditions) suggest a need for adaptation, aiming to balance sustainability and individual income.",0.9,0.9,23,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. This fosters collective responsibility and ensures the long-term health of the lake. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income, considering factors such as environmental changes or market demands. Continuous monitoring of the fish population is essential to adapt fishing practices as needed. If the community agrees to a specific catch limit, fishermen should prioritize sticking to that limit, and any adjustments to individual catch should be discussed and agreed upon collectively, considering the overall health of the lake and the community's long-term goals. Furthermore, the community should actively discuss and consider the potential long-term impacts of the current fishing strategy on the fish population's genetic diversity and resilience, exploring options that could enhance both sustainability and individual income.",0.9,0.9,24,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. This fosters collective responsibility and ensures the long-term health of the lake. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income, considering factors such as environmental changes or market demands. Continuous monitoring of the fish population is essential to adapt fishing practices as needed. If the community agrees to a specific catch limit, fishermen should prioritize sticking to that limit, and any adjustments to individual catch should be discussed and agreed upon collectively, considering the overall health of the lake and the community's long-term goals. Furthermore, the community should actively discuss and consider alternative fishing strategies if the current strategy consistently results in a stable but non-optimal fish population, exploring options that could potentially increase both sustainability and individual income. If a consensus is reached on a new catch limit for the following month, all fishermen are expected to adhere to this limit unless unforeseen circumstances arise. Any deviation from the agreed-upon limit should be communicated to the community as soon as possible, explaining the reason for the deviation and its potential impact on the lake's population.",0.9,0.9,25,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. This fosters collective responsibility and ensures the long-term health of the lake. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income, considering factors such as environmental changes or market demands. Continuous monitoring of the fish population is essential to adapt fishing practices as needed. If the community agrees to a specific catch limit, fishermen should prioritize sticking to that limit, and any adjustments to individual catch should be discussed and agreed upon collectively, considering the overall health of the lake and the community's long-term goals. Furthermore, the community should actively discuss and consider alternative fishing strategies if the current strategy consistently results in a stable but non-optimal fish population, exploring options that could potentially increase both sustainability and individual income. If a consensus is reached on a new catch limit for the following month, all fishermen are expected to adhere to this limit unless unforeseen circumstances arise. Any deviation from the agreed-upon limit should be communicated to the community as soon as possible, explaining the reason for the deviation and its potential impact on the lake's population. In addition to communicating deviations, fishermen should also propose a plan to compensate for any overfishing, such as temporarily reducing their catch in subsequent months to allow the fish population to recover.",0.9,0.9,26,59
"Given the community's agreement on a 5-ton catch limit per fisherman when the lake is at full capacity, and the observed sustainability of this practice, the community should explore strategies to optimize the catch while maintaining the lake's health. This includes periodically evaluating whether a slightly increased catch limit could be sustainable and beneficial, or if alternative fishing strategies could improve both sustainability and individual income. Any proposed changes should be thoroughly discussed and agreed upon collectively, with careful consideration of the potential impact on the lake's long-term health and the community's economic well-being.",0.7,0.9,27,59
"When the lake's fish population is consistently near full capacity (e.g., above 75 tons), and the community has maintained a stable catch limit for at least two consecutive months, the community should dedicate a discussion to exploring whether a slightly increased catch limit could be sustainably supported, aiming to optimize both lake health and individual income. This discussion should include a careful consideration of the potential risks and benefits, and any adjustments should be made cautiously and incrementally, with continuous monitoring of the fish population.",0.6,0.9,28,59
"When the lake's fish population is consistently at full capacity (100 tons) with a stable catch limit, the community should explore, through open discussion and potentially small-scale trials, whether slightly increasing the catch limit could lead to higher individual incomes without jeopardizing the lake's long-term health. Any proposed increase should be carefully considered, with a focus on gradual adjustments and continuous monitoring of the fish population to ensure sustainability. If the fish population shows signs of decline, the community should immediately revert to the previous catch limit.",0.6,0.9,29,59
"Given the current consensus on maintaining a catch of 5 tons per fisherman, which results in a stable fish population at the lake's capacity, the community should explore strategies to optimize individual income without jeopardizing the lake's health. This includes researching potential market opportunities to increase the value of each ton of fish caught, or exploring value-added processes that could enhance profitability while maintaining sustainable fishing practices. The community should dedicate time each month to discuss these opportunities and collectively decide on strategies that benefit both individual fishermen and the long-term health of the lake.",0.6,0.9,30,59
"Given the current agreement on a 5-ton catch limit per fisherman when the lake is at full capacity, and the observed sustainability of this practice, the community should continue to adhere to this limit. However, to proactively ensure long-term sustainability and resilience against unforeseen environmental changes or fluctuations in fish population, the community should schedule a quarterly review of the lake's health and the effectiveness of the 5-ton catch limit. This review should involve a discussion of any observed changes in the lake's ecosystem, potential risks to the fish population, and whether adjustments to the catch limit or fishing practices are necessary to maintain the lake's health and the community's economic well-being.",0.8,0.9,31,59
"Given the current agreement on a 5-ton catch limit per fisherman when the lake is at or near full capacity (100 tons), and the observed sustainability of this practice, the community should continue to adhere to this limit. To further optimize long-term sustainability and potential income, the community should explore strategies for improving fish population monitoring, including regular assessments of fish size and age distribution, and consider implementing selective fishing practices that target mature fish while minimizing the impact on younger populations. These strategies should be discussed and evaluated during the quarterly review of the lake's health and the effectiveness of the 5-ton catch limit.",0.7,0.9,32,59
"Given the current agreement on a 5-ton catch limit per fisherman when the lake is at or near full capacity (100 tons), and the observed sustainability of this practice, the community should continue to adhere to this limit. To enhance the long-term sustainability and resilience of the lake, the community should collaboratively invest in a basic fish population monitoring program. This program should include simple, low-cost methods for estimating fish population size and age distribution, such as periodic test netting or visual surveys. The data collected should be discussed during the quarterly review of the lake's health and the effectiveness of the 5-ton catch limit, informing decisions on catch limits and fishing practices.",0.7,0.9,33,59
"Given the current agreement and practice of adhering to a 5-ton catch limit per fisherman when the lake is near full capacity, and the observed sustainability of this practice, the community should continue to adhere to this limit unless significant changes in the lake's fish population or environmental conditions warrant a reevaluation. Any proposed changes to the agreed-upon catch limit should be supported by evidence or observations regarding the lake's health and discussed collectively before implementation. Furthermore, the community should explore methods for more accurately assessing the lake's capacity and fish population to inform future decisions on sustainable catch limits.",0.8,0.9,34,59
"The community should dedicate time each quarter to review the lake's health, fishing practices, and any available data or projections. This review should inform decisions on whether to adjust individual catch limits to ensure long-term sustainability and optimize collective income. The review should include discussion of fish population size, age distribution, and potential impacts of current fishing practices.",0.7,0.9,35,59
"When the fish population is below the lake's capacity, and the community agrees to increase the catch limit, fishermen should closely monitor the lake's fish population and report any significant changes or concerns to the community promptly. This ensures that the community can collectively adjust fishing practices if needed to maintain the lake's health and sustainability.",0.7,0.9,36,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch limit to maintain sustainability, all fishermen should adhere to that agreed-upon limit. This fosters collective responsibility and ensures the long-term health of the lake. The agreed-upon limit should be revisited monthly to ensure it aligns with the community's goals for sustainability and income, considering factors such as environmental changes or market demands. Continuous monitoring of the fish population is essential to adapt fishing practices as needed. If the community agrees to a specific catch limit, fishermen should prioritize sticking to that limit, and any adjustments to individual catch should be discussed and agreed upon collectively, considering the overall health of the lake and the community's long-term goals. Furthermore, the community should actively discuss and consider alternative fishing strategies if the current strategy consistently results in a stable but non-optimal fish population, exploring options that could potentially increase both sustainability and individual income. If a consensus is reached on a new catch limit for the following month, all fishermen are expected to adhere to this limit unless unforeseen circumstances arise. Any deviation from the agreed-upon limit should be communicated to the community as soon as possible, explaining the reason for the deviation and its potential impact on the lake's population. In addition to communicating deviations, fishermen should also communicate if they anticipate being unable to meet the agreed-upon limit in the future, allowing the community to proactively adjust fishing strategies and support one another in maintaining the lake's health.",0.9,0.9,37,59
"Given the community's consensus to prioritize the lake's health and maintain a sustainable fish population, and with the lake currently below full capacity, the community should aim for a collective catch limit that allows the fish population to grow towards the lake's capacity. This limit should be determined through open discussion, considering both the immediate income needs of the fishermen and the long-term health of the lake. If the community agrees to a specific catch limit, fishermen should prioritize sticking to that limit, and any adjustments to individual catch should be discussed and agreed upon collectively, considering the overall health of the lake and the community's long-term goals.",0.7,0.9,38,59
"Following a month where the fish population decreases but remains above 70% of the lake's capacity, the community will aim for a collective catch target that does not exceed 25 tons for the following month. This target will be achieved through individual fishing plans discussed and agreed upon by all fishermen, ensuring a balanced approach to lake recovery and individual income. The community will then reassess the lake's condition and adjust the collective catch target accordingly for subsequent months.",0.7,0.9,39,59
"Following a community consensus to reduce the catch limit due to concerns about sustainability, the agreed-upon reduced catch limit should be implemented for at least two consecutive months to allow for a more accurate assessment of the lake's response. After this period, the community should reconvene to discuss the observed effects and decide on a sustainable catch level for subsequent months, considering both the health of the lake and the fishermen's income.",0.7,0.9,40,59
"Given the community's current satisfaction with a catch of around 4-5 tons per fisherman, and the lake's ability to recover to full capacity, the community should maintain this level of fishing for the next month. However, to ensure continued sustainability and explore potential improvements, the community should dedicate a portion of the next monthly discussion to brainstorming and researching specific, actionable strategies for slightly increasing the catch while maintaining the lake's health. This could include exploring different fishing techniques, optimizing fishing times, or further refining fish population monitoring methods. The goal is to identify at least one concrete strategy to test in the future, subject to community agreement and careful monitoring of the lake's response.",0.6,0.9,41,59
"Given the community's consensus on maintaining a catch of around 5 tons per fisherman when the lake is at or near full capacity (100 tons), and the observed sustainability, the community should formalize this as a guideline for monthly fishing practices. Additionally, the community should collaboratively investigate and implement a simple fish population tracking system, such as recording the average size and quantity of fish caught, to inform future decisions and ensure long-term sustainability. Progress on implementing the tracking system should be reviewed monthly along with the fishing report.",0.6,0.9,42,59
"In months following a full lake capacity (100 tons), each fisherman should initially aim for a catch of 4 tons to provide a buffer for the lake's ecosystem. The community should then dedicate time in the next monthly discussion to explore and implement methods for monitoring the fish population to inform future fishing decisions and potentially adjust the catch limit based on data-driven insights.",0.7,0.9,43,59
"Following a month where the lake's fish population is below full capacity (100 tons), and the community agrees on a specific catch amount (e.g., 4 tons per fisherman), this catch level should be maintained for the following month to allow the fish population to recover. The community should then dedicate a portion of the next monthly discussion to reviewing the lake's response and considering whether to adjust the catch level in subsequent months, based on the observed recovery and sustainability goals.",0.7,0.9,44,59
"In months where the fish population is at or near full capacity (90 tons or more), and there is a consensus among the fishermen to maintain a specific catch amount (e.g., 4 tons per fisherman), the community should allocate time in the subsequent monthly discussion to explore methods for gradually increasing the catch in the following months, while closely monitoring the lake's health and fish population to ensure sustainability. The increase should be conservative and data-driven, with adjustments made based on the observed impact on the lake's ecosystem.",0.6,0.9,45,59
"When the lake's fish population is between 75 and 85 tons, and the community agrees on a specific catch amount (e.g., 4 tons per fisherman), this catch level should be maintained for the following month to promote stability. The community should then dedicate a portion of the next monthly discussion to reviewing the lake's response and considering whether to adjust the catch level in subsequent months, based on the observed population and sustainability goals.",0.7,0.9,46,59
"Following a month where the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch amount (e.g., 4 tons per fisherman), this catch level should be maintained for the following month. The community should then dedicate a portion of the next monthly discussion to reviewing the lake's response and considering whether to adjust the catch level in subsequent months, based on the observed population and sustainability goals. Additionally, the community should actively explore and evaluate methods for more accurately tracking the fish population to inform future decisions.",0.7,0.9,47,59
"Following a community agreement on a target catch range (e.g., 5-6 tons per fisherman), all fishermen should strive to stay within that range for the following month. The community should then dedicate a portion of the next monthly discussion to reviewing the lake's response, sharing any challenges or observations, and considering whether to adjust the catch range in subsequent months, based on the observed population, sustainability goals, and shared experiences. Additionally, the community should continue to explore and evaluate methods for more accurately tracking the fish population to inform future decisions.",0.7,0.9,48,59
"Following a community agreement on a target catch range (e.g., 5-6 tons per fisherman), all fishermen should strive to stay within that range for the following month. The community should then dedicate a portion of the next monthly discussion to reviewing the lake's response, sharing any challenges or observations, and considering whether to adjust the catch range in subsequent months, based on the observed population, sustainability goals, and shared experiences. Additionally, the community should actively research and share findings on methods for more accurately tracking the fish population, with a designated fisherman volunteering each month to lead the research and report back to the community.",0.7,0.9,49,59
"Following a month where the community agrees on a specific catch amount per fisherman to promote sustainability, all fishermen should adhere to this agreed-upon amount for the following month. The subsequent monthly discussion should prioritize a review of the lake's response to the adjusted fishing practices, including population estimates and any observed changes in the ecosystem. The community should then collectively decide whether to maintain, increase, or decrease the catch amount for the coming month, based on the sustainability goals and the health of the lake. Furthermore, the community should continue to collaboratively research and share findings on methods for more accurately tracking the fish population, with fishermen volunteering to lead the research and report back to the community on a rotating basis.",0.8,0.9,50,59
"When the fish population is above 70 tons, and a consensus is reached to reduce the catch to a specific amount per fisherman to promote lake recovery, the community should maintain this reduced catch level for at least two consecutive months. Following this period, the community should thoroughly assess the lake's response, including population estimates and ecosystem health, before deciding whether to adjust the catch amount. This approach aims to ensure a more stable and sustainable fishing practice by allowing sufficient time for the lake to respond to changes in fishing pressure.",0.7,0.9,51,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch amount per fisherman (around 5-6 tons), this catch level should be maintained for at least one more month. After this period, the community should thoroughly review the lake's response, considering factors such as the total catch, remaining fish population, and any observed changes in the lake's condition. Based on this review, the community should collectively decide whether to adjust the catch level in subsequent months to ensure long-term sustainability. Furthermore, the community should continue to actively research and share methods for more accurately estimating the fish population to inform future fishing decisions.",0.7,0.9,52,59
"When the lake's fish population is between 70 and 80 tons, and the community agrees on a specific catch amount per fisherman to promote sustainability, all fishermen should adhere to this agreed-upon amount for the following month. The subsequent monthly discussion should prioritize a review of the lake's response to the adjusted fishing practices, including population estimates and any observed changes in the ecosystem. The community should then collectively decide whether to maintain, increase, or decrease the catch amount for the coming month, based on the sustainability goals and the health of the lake. Furthermore, the community should continue to collaboratively research and share findings on methods for more accurately tracking the fish population, with fishermen volunteering to lead the research and report back to the community on a rotating basis.",0.8,0.9,53,59
"When the lake's fish population is between 70 and 80 tons, and the community agrees on a specific catch amount per fisherman to promote sustainability, all fishermen should adhere to this agreed-upon amount for the following month. The subsequent monthly discussion should prioritize a review of the lake's response to the adjusted fishing practices, including population estimates and any observed changes in the ecosystem. The community should then collectively decide whether to maintain, increase, or decrease the catch amount for the coming month, based on the sustainability goals and the health of the lake. Furthermore, the community should continue to collaboratively research and share findings on methods for more accurately tracking the fish population, with fishermen volunteering to lead the research and report back to the community on a rotating basis. In addition to population estimation, the community should also consider exploring methods for assessing the overall health of the lake ecosystem, such as monitoring water quality and biodiversity.",0.8,0.9,54,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch amount, this catch level should be maintained for at least the following month. The community should then dedicate a portion of the next monthly discussion to reviewing the lake's response, considering factors such as observed population changes and overall lake health, and deciding whether to adjust the catch level in subsequent months. The community should also continue to explore and evaluate methods for more accurately tracking the fish population to inform future decisions.",0.7,0.9,55,59
"When the lake's fish population is at full capacity (100 tons) and the community agrees on a catch amount that leaves the lake at or near full capacity after reproduction, this catch level should be maintained for the following two months to ensure stability and allow for careful observation of the lake's response. After these two months, the community should dedicate a portion of the monthly discussion to reviewing the lake's health and considering adjustments based on observed data and sustainability goals.",0.7,0.9,56,59
"When the lake is at or near full capacity (90-100 tons), and the community agrees to maintain the current catch level, continue this level for the following month. Dedicate the next monthly discussion to evaluate the lake's response, focusing on whether the current catch level is sustainable and maximizing long-term gains. If the lake remains at or near full capacity, consider a small, incremental increase (e.g., 1 ton per fisherman) for the subsequent month, followed by another review. If the lake shows signs of depletion, reduce the catch level accordingly.",0.7,0.9,57,59
"When the lake's fish population is at or near full capacity (100 tons), and the community agrees on a specific catch amount per fisherman, this catch level should be maintained for the following month. The community should then dedicate a portion of the next monthly discussion to reviewing the lake's response and considering whether to adjust the catch level in subsequent months, based on the observed population and sustainability goals. Additionally, the community should actively explore and evaluate methods for more accurately tracking the fish population, with a designated fisherman volunteering to lead the research and report back to the community. This volunteer role should rotate monthly to ensure equitable contribution and knowledge sharing among all fishermen.",0.75,0.9,58,59
"Given the current stability with each fisherman catching 5 tons and the lake replenishing to full capacity, we should maintain this catch level for the next month. The subsequent monthly discussion should focus on Mason's suggestion to assess the overall health of the lake ecosystem, including water quality, and collaboratively decide on methods for monitoring and improving it. Each fisherman should volunteer to research a specific aspect of lake health and report back to the community, rotating responsibilities monthly.",0.7,1.0,59,59
